num_dossier,nom_site,date_creasite,adresse,quartier,secteur,commune,ev_tabac,ev_proprietaire,nb_acces,ev_fermable,ev_typologie,nb_arbres,acces_pmr
MNTP_000807,École élémentaire Joseph Delteil,19940915.0,Rue des Araucarias,Nord-Ouest,Cévennes,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000886,Ilot Impasse Edmond,20000117.0,Impasse Edmond,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000303,Square Rue de l'Améthyste,19890101.0,Rue de l'Améthyste,Sud,Prés d'Arènes,Montpellier,Non,Commune,1.0,Oui,1. Parcs et squares,5.0,En partie
MNTP_000540,Aménagements ZAC Croix Argent,19930101.0,Allée J. Barrandon - Rue B. Blier - Rue J. Bounin,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,49.0,Non
MNTP_000736,Ilot Avenue d'Occitanie,19920615.0,Avenue d'Occitanie,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000025,Square Dominique Bagouet,19740101.0,Place Saint-Roch,Centre,Écusson,Montpellier,Non,Commune,2.0,Non,1. Parcs et squares,0.0,Oui
MNTP_002530,Domaine de Grammont - Parking du cimetière,20220101.0,Rue Richard Wright,Est,Grammont,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,22.0,Non
MNTP_000755,Ilot Rue Esculape,19940713.0,Rue Esculape,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001252,École primaire André Malraux,20170501.0,Rue Joan Miro,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Non
MNTP_001296,ZAE Garosud Nord - Rue Patrice Lumumba - Ouest,20160105.0,Rue Patrice Lumumba,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_001295,ZAE Garosud - Rue du Commandant Massoud,20160104.0,Rue du Commandant Massoud,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_000442,Abords Avenue de Vanières,19900701.0,Avenue de Vanières,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001309,Tram Ligne 1 - Abords Avenue des Moulins,20001006.0,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000983,Ilots Rue Proudhon,20040219.0,Rue Proudhon,Centre,Verdanson,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,10.0,Non
MNTP_000207,École élémentaire Sigmund Freud,20240901.0,Rue des Tourterelles,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,3.0,Non,6. Espaces verts écoles et crèches,34.0,Oui
MNTP_000437,Abords Avenue de Monsieur Teste,19900301.0,Avenue de Monsieur Teste,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000826,Abords Impasse François Chicoyneau de la Valette,19970502.0,Impasse François Chicoyneau de la Valette,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000124,Abords Place royale du Peyrou - bas,19000101.0,Place Giral,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001328,Abords Avenue Étienne Méhul,20070601.0,Avenue Étienne Méhul,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000193,Crèche Antigone,19850101.0,Rue Jeanne d'Arc,Centre,Antigone,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000200,Square Jean Monnet,19880101.0,Avenue Albert Dubout,Centre,Antigone,Montpellier,Non,Commune,4.0,Oui,1. Parcs et squares,31.0,Oui
MNTP_003124,Abords Place royale du Peyrou - haut,19000101.0,Place Giral,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000140,Quai du Verdanson,19860101.0,Quai du Verdanson,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001085,École primaire Jean Jaurès,20080101.0,6 Chemin des Barques,Est,Port Marianne,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,3.0,Non
MNTP_001215,Abords Avenue de Maurin,20160101.0,Avenue de Maurin,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,14.0,Non
MNTP_000242,Abords parking Avenue Guilhem de Poitiers,19720101.0,Avenue Guilhem de Poitiers,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_000404,École élémentaire Diderot,19000101.0,16 Rue de la Bandido,Sud,Prés d'Arènes,Montpellier,Non,Commune,2.0,Oui,6. Espaces verts écoles et crèches,24.0,Oui
MNTP_000286,Square Saint-Berthomieu,19830101.0,Place Germain Rolland,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,12. Place,9.0,Non
MNTP_000406,Square de Diane,19900101.0,Rue des Chasseurs,Sud,Croix d'Argent,Montpellier,Non,3M,2.0,Oui,1. Parcs et squares,25.0,Non
MNTP_000774,Square du chai Molière,19950517.0,Rue des Hibiscus,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,8.0,Oui
MNTP_001218,Ilots Rue Luis Barragan,20160202.0,Rue Luis Barragan,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000756,Square d'Arsonval,19940915.0,Rue Georges Brassens,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,25.0,Non
MNTP_000497,Abords Rue du Lavandin,19920130.0,Rue du Lavandin,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,22.0,Non
MNTP_001060,Abords Impasse Guy de Maupassant,20070913.0,Impasse Guy de Maupassant,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,11.0,Non
MNTP_000433,Place du Vigan,19880101.0,Place du Vigan,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,12. Place,3.0,Non
MNTP_000150,Abords Boulevard Bonne Nouvelle,19650101.0,Boulevard Bonne Nouvelle,Centre,Écusson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,2.0,Non
MNTP_000115,Parc de la Croix d'Argent,19890101.0,Avenue de Villeneuve-Angoulème,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,0.0,Non
MNTP_002544,Square Pirro Ligorio,20060814.0,Avenue des Frères Buhler,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,1. Parcs et squares,11.0,Oui
MNTP_000769,Place Ernest Granier,19941115.0,Place Ernest Granier,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,91.0,Non
MNTP_002546,Jardinière Quai Louis le Vau,19920301.0,Quai Louis le Vau,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,0.0,Non
MNTP_001048,Tram Ligne 1 - Abords Avenue Ernest Hemingway,20001006.0,Avenue Ernest Hemingway,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000315,Jardin de Sully,18900101.0,Descente en Barrat,Centre,Écusson,Montpellier,Non,Commune,2.0,Non,1. Parcs et squares,33.0,Oui
MNTP_002547,Abords Rue du Mas de Lemasson,20240504.0,Rue du Mas de Lemasson,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,20.0,Non
MNTP_000190,Ilots Voie Domitienne,19760101.0,Voie Domitienne,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000046,Abords Maison Pour Tous Georges Sand,19830101.0,Avenue de Saint-Maur,Centre,Verdanson,Montpellier,Non,Commune,0.0,Non,3. Acc. de bât. et équipements publics,13.0,Non
MNTP_000671,Serres - Collection de cannas,19910101.0,Allée Camille Muffat,Est,Grammont,Montpellier,Non,Commune,1.0,Oui,18. Etablissement horticole,0.0,Non
MNTP_000226,Plan de l'olivier,19880901.0,Rue du Plan de l'Olivier,Centre,Écusson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000925,Abords ACM Puech de Massane,20010101.0,Avenue du Puech de Massane,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,14.0,Non
MNTP_002550,Abords Rue de la Valsière,20240611.0,Rue de la Valsière,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000022,Parc de la Rauze,19760101.0,Avenue Docteur Jacques Fourcade,Sud,Prés d'Arènes,Montpellier,Non,Commune,4.0,Oui,1. Parcs et squares,0.0,Oui
MNTP_000434,Échelles de la Ville,19890101.0,Place Paul Bec,Centre,Antigone,Montpellier,Non,Privé,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Non
MNTP_000757,Abords Avenue de Grammont,19940515.0,Avenue de Grammont,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_002557,Abords Cité des arts,20240712.0,Avenue du Professeur Grasset,Centre,Verdanson,Montpellier,Non,Privé,0.0,Non,3. Acc. de bât. et équipements publics,17.0,Oui
MNTP_000306,Domaine de Grammont - Centre aéré Astérix,19810101.0,Avenue Albert Einstein,Est,Grammont,Montpellier,Non,Commune,2.0,Oui,6. Espaces verts écoles et crèches,8.0,Oui
MNTP_000907,Abords Rue Pierre Causse,20001015.0,Rue Pierre Causse,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000107,Ilot Avenue Saint-Maurice de Sauret,19880101.0,Avenue Xavier de Ricard,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,3.0,Non
MNTP_000749,Square d'Ajaccio,19940603.0,Rue d'Ajaccio,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,13.0,Oui
MNTP_000325,École élémentaire Paul Langevin,19650101.0,Rue de Clémentville,Nord-Ouest,Cévennes,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_001038,Coulée verte Malbosc,20060816.0,Avenue Aglaé Adanson,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,43.0,Oui
MNTP_001062,Rond-point Avenue de Naples,20071001.0,Avenue de Naples,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000418,Ilot des poètes,19000101.0,Rue Ronsard,Centre,Peyrou,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000023,Jardin de la Pépinière,19830101.0,Rue de Centrayrargues,Sud,Prés d'Arènes,Montpellier,Non,Commune,3.0,Oui,1. Parcs et squares,77.0,En partie
MNTP_000151,École maternelle Maria Callas,19700101.0,Rue de la Croix de Figuerolles,Nord-Ouest,Cévennes,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,13.0,Oui
MNTP_000337,École élémentaire Akira Kurosawa,20220901.0,Rue Pierre Cardenal,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,21.0,Oui
MNTP_001247,Parvis Georges Richard,20170410.0,Avenue du Professeur Émile Jeanbrau,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Région,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Oui
MNTP_000237,Échangeur Route de Ganges,19880101.0,Route de Ganges,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000530,Domaine de Méric,18620101.0,Rue de Ferran,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,5.0,Oui,1. Parcs et squares,0.0,En partie
MNTP_000130,Place Pierre Viala,19850101.0,Avenue de l'École d'Agriculture Gabriel Buchet,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,2.0,Non
MNTP_000106,Abords Maison de la poésie,19880101.0,Place du Père Louis,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,3. Acc. de bât. et équipements publics,50.0,Non
MNTP_000290,Ilots Avenue Albert Dubout - Ouest,19880101.0,Avenue Albert Dubout,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000339,École élémentaire Léoplod Sédar Senghor,19700101.0,Rue de Bologne,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,7.0,Oui
MNTP_000793,Abords piste cyclable Jacques Coeur,19960615.0,Allée de la Méditerranée,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000021,Parc Tastavin,18500101.0,Avenue de Villeneuve-Angoulème,Sud,Croix d'Argent,Montpellier,Non,Commune,7.0,Non,1. Parcs et squares,159.0,Oui
MNTP_000035,Parc Georges Brassens,19911101.0,Avenue du Comté de Nice,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,13.0,En partie
MNTP_000811,Abords ACM Rue Henri Sellier,19960615.0,Rue Henri Sellier,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,84.0,Non
MNTP_000143,Grand Mail,19600101.0,Le Grand Mail,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,7.0,Oui
MNTP_000240,Place Edouard Adam,19900101.0,Boulevard de l'Observatoire,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_000248,Abords Avenue Guilhem de Poitiers - côté Avenue de l'Europe,19900601.0,Avenue Guilhem de Poitiers,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000056,Square des Gélinottes,19640101.0,Rue des Gélinottes,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,1.0,Non,1. Parcs et squares,21.0,En partie
MNTP_000882,Boisement du Chateau d'O,19991201.0,Avenue Ernest Hemingway,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,0.0,Non
MNTP_000051,Abords Maison Pour Tous Marcel Pagnol,19901001.0,Route de Lavérune,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,25.0,Oui
MNTP_000414,École élémentaire Voltaire,20210901.0,157 Rue Henri Sellier,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,18.0,Oui
MNTP_000677,Serres - Galerie centrale (serre),19850101.0,Allée Camille Muffat,Est,Grammont,Montpellier,Non,Commune,1.0,Oui,18. Etablissement horticole,0.0,Non
MNTP_000514,Abords Avenue Saint-Clément,19910301.0,Avenue Saint-Clément,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000064,Parc des Sylvains,19830101.0,Rue des Mas de Richemont,Sud,Croix d'Argent,Montpellier,Non,Commune,1.0,Oui,1. Parcs et squares,35.0,Non
MNTP_000381,Abord Rue des Bougainvilliers,19890307.0,Rue des Bougainvilliers,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000676,Parc de la Lironde,18500101.0,Avenue Albert Einstein,Est,Port Marianne,Montpellier,Non,Commune,4.0,Non,9. Espaces de nature,21.0,Oui
MNTP_001037,Bassin de rétention Malbosc,20060816.0,Avenue Ernest Hemingway,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,10. Bassins de rétention,0.0,Non
MNTP_001083,École primaire Michel de l'Hospital,20080101.0,400 Route de Vauguières,Est,Port Marianne,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,11.0,Non
MNTP_000668,Abords tennis Montpellier-Village,19930101.0,Route de Lavérune,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,56.0,Non
MNTP_000006,Crèche des sept nains,19920312.0,Impasse de la Petite Corraterie,Centre,Écusson,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,1.0,Non
MNTP_000170,École élémentaire Marc Bloch,19700101.0,Allée des Hauts de Montpellier,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000351,École maternelle Martin Luther King,19700101.0,Rue Charles Bonaparte,Nord-Ouest,Mosson,Montpellier,Non,Commune,3.0,Non,6. Espaces verts écoles et crèches,4.0,Oui
MNTP_001154,Parc d'Arménie,20120614.0,Place Georges Frêche,Sud,Prés d'Arènes,Montpellier,Non,Commune,5.0,Non,1. Parcs et squares,0.0,En partie
MNTP_001261,Abords Avenue du Pic Saint-Loup,20201103.0,Avenue du Pic Saint-Loup,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000970,Abords Avenue des Moulins,20030101.0,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,29.0,Non
MNTP_001063,Abords Rue René Etiemble,20071105.0,Rue René Etiemble,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,36.0,Non
MNTP_001245,Parvis Simone Veil,20170403.0,Parvis Simone Veil,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Non
MNTP_000953,Abords ACM Les Bouissettes,20020101.0,Rue des Bouissettes,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,7.0,Non
MNTP_000930,Abords ACM Tournezy,20010101.0,Rues Signoret - Pr Balmès - Plans Dullin - Bernard,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,45.0,Non
MNTP_000253,Abords Avenue de l'Europe - Sud,19850101.0,Avenue de l'Europe,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,77.0,Non
MNTP_000057,Square Clos des Orangers,19000101.0,Rue du Lavandin,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Non,1. Parcs et squares,9.0,Oui
MNTP_000198,Place de l'Olympie,19910701.0,Avenue des États du Languedoc,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,32.0,Non
MNTP_000929,Abords ACM Cité Gely,20180411.0,Rue du Faubourg Figuerolles,Centre,Peyrou,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000501,Crèche Agropolis,19900401.0,Rue Jean-François Breton,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,3.0,Non,6. Espaces verts écoles et crèches,5.0,Oui
MNTP_000562,Square Bernard Chely,19700801.0,Rue de Font-Couverte,Sud,Croix d'Argent,Montpellier,Non,Commune,1.0,Non,1. Parcs et squares,10.0,Non
MNTP_000955,Abords ACM Les Escholiers,20020101.0,Rue des Tourterelles,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,153.0,Non
MNTP_000554,Square des Hibiscus,19950615.0,Rue des Hibiscus,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,25.0,Non
MNTP_001103,Abords Allée du Parc Tastavin,20100602.0,Allée du Parc Tastavin,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,0.0,Non
MNTP_001107,Jardin Demain,20101009.0,Rue d'Ampurias,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Non,1. Parcs et squares,39.0,Non
MNTP_002542,Parvis du collége Port Marianne,20240419.0,580 Avenue du Mondial 98,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Oui
MNTP_000742,Abords Avenue de Villeneuve-Angoulème - Nord,19940322.0,Avenue de Villeneuve-Angoulème - Boulevard Berthelot,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000368,Abords Rue Professeur Henri Roseau,19900101.0,Rue Professeur Henri Roseau,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,8.0,Non
MNTP_000460,Parc Chico Mendes,19910701.0,Rue de l'Agenais,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,Oui
MNTP_000012,Abords Place du Marché aux Fleurs,19830101.0,Place du Marché aux Fleurs,Centre,Écusson,Montpellier,Non,3M,0.0,Non,3. Acc. de bât. et équipements publics,2.0,Non
MNTP_000818,Place Hersilie Tatius,19861115.0,Place Hersilie,Sud,Croix d'Argent,Montpellier,Non,3M,3.0,Oui,2. Acc. de voiries,8.0,Non
MNTP_000233,Berges de la Mosson - Nord,18991231.0,Avenue de Heidelberg,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,0.0,En partie
MNTP_000927,Abords ACM Vert-bois,20010101.0,avenue de Vert-Bois,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,0.0,Non
MNTP_000097,Place Saint-Côme,19700101.0,Place Saint-Côme,Centre,Écusson,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,0.0,Non
MNTP_001178,Rond-point de la Lyre,19950101.0,Rond-point de la Lyre,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000938,Abords ACM Puech Villa,20010101.0,Rue Saint-Priest,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,17.0,Non
MNTP_001011,Aqueduc Saint-Clément - section Malbosc,20051007.0,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,4.0,Non,9. Espaces de nature,0.0,Non
MNTP_001075,Abords ACM Résidence de Gènes,20080305.0,Rue de Gênes,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,2.0,Non
MNTP_000128,Ilot Chemin de Moularès - Avenue de Palavas,19810101.0,Chemin de Moularès - Avenue de Palavas,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000038,Le petit Mail de la Mosson,19690101.0,Le Grand Mail,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,12.0,Oui
MNTP_000040,Réservoir Chênes-Colombière,19740101.0,Rue de l'Espérou,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Non
MNTP_000954,Abords Esplanade de la Musique,20020101.0,Rue de la Poésie,Centre,Verdanson,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,114.0,Non
MNTP_000957,Abords ACM Blaise Pascal,20020101.0,Rue Camille Flammarion,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,20.0,Non
MNTP_000135,Ilot Avenue du Pic Saint-Loup,19890101.0, Avenue du Pic Saint-Loup,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000102,Ilots Carrefour de l'Aéroport International,19870101.0,Carrefour de l'Aéroport International,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,17.0,Non
MNTP_000959,Abords ACM Maurin,20020101.0,Rue Victor Roger,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,10.0,Non
MNTP_001152,Rambla des Calissons,20110101.0,Rambla des Calissons,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,122.0,Oui
MNTP_000472,Ilots Avenue du Pont Juvénal,19890101.0,Avenue du Pont Juvénal,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001119,Parc du Rieucoulon,20110401.0,Rue de Bugarel - Rue du Pas du Loup,Sud,Croix d'Argent,Montpellier,Non,Commune,4.0,Non,1. Parcs et squares,0.0,Oui
MNTP_000314,Domaine de Grammont - Théâtre des 13 Vents,19850101.0,Avenue Albert Einstein,Est,Grammont,Montpellier,Non,Commune,0.0,Non,3. Acc. de bât. et équipements publics,60.0,Non
MNTP_001310,Tram Ligne 1 - Abords Rue de la Cardonille,20001006.0,Rue de la Cardonille,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001142,Abords Rue Jean Bart,20141222.0,Rue Jean Bart,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,547.0,Non
MNTP_000651,Carrefour Willy Brandt,19930101.0,Carrefour Willy Brandt,Nord-Ouest,Mosson,Montpellier,Non,Autre,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000098,Echangeur Avenue de la Liberté / Avenue des Garrats,19710101.0,Avenue de la Liberté,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,76.0,Non
MNTP_001039,ZAC Malbosc,20060814.0,Rue Jean-Joseph Laborde,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,16.0,Non
MNTP_002552,Abords Avenue de la Réglisse,20240624.0,Avenue de la Réglisse,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,4.0,Non
MNTP_000086,Rond-point des Prés d'Arènes,19850101.0,Rond-Point des Prés d'Arènes,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,59.0,Non
MNTP_000252,Abords Place Robert Schuman,19680101.0,Place Robert Schuman,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,80.0,Non
MNTP_001027,Abords Collège Arthur Rimbaud,20050711.0,Rue du Pilory,Nord-Ouest,Mosson,Montpellier,Non,Département,0.0,Non,3. Acc. de bât. et équipements publics,0.0,Non
MNTP_000975,Abords Avenue de la Récambale,20030826.0,Avenue de la Récambale,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000101,Ilots Carrefour Mermoz,19860101.0,Allée Henri II de Montmorency,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,14.0,Non
MNTP_000569,École maternelle Jean Mace,19700101.0,Rue d'Aigrefeuille,Centre,Écusson,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
